plot_area,floors,total_area,city,quality,soil,cement_bags,steel_kg,bricks_count,total_cost_inr
4878,5,24390,hyderabad,premium,red,12031,125084,631726,97685316
2511,2,5022,chennai,standard,red,1885,15782,99622,15384567
3506,2,7012,kolkata,luxury,red,4431,35760,205185,32128428
635,2,1270,kolkata,luxury,sandy,872,6991,41628,6193608
4627,3,13881,ahmedabad,standard,black,6311,63763,272092,44288183
2785,5,13925,delhi,economy,clay,5043,51922,235141,43205065
9948,4,39792,chennai,luxury,sandy,26648,266105,1285380,203374644
8310,5,41550,mumbai,economy,red,13101,133703,653725,134436270
8304,2,16608,delhi,standard,red,6361,54688,329807,56697803
4988,4,19952,lucknow,economy,rocky,7864,74102,337319,47414251
9734,4,38936,kolkata,premium,sandy,20218,212519,974244,151536965
3157,5,15785,hyderabad,standard,red,6648,63697,320157,48314204
6462,1,6462,mumbai,economy,black,2391,20724,106642,23364439
3760,4,15040,bangalore,luxury,black,11343,109127,449693,91160836
4757,4,19028,chennai,economy,rocky,7199,69110,343448,52779954
6452,3,19356,hyderabad,economy,red,7087,64966,337987,51217564
8866,2,17732,surat,luxury,rocky,12468,100736,612225,80009572
7822,4,31288,mumbai,premium,rocky,17336,177416,771014,161913205
7168,1,7168,mumbai,luxury,clay,4913,40705,237762,47839302
3747,4,14988,surat,economy,red,5063,48914,251418,33998961
605,2,1210,lucknow,economy,clay,436,3724,21327,2843013
4855,5,24275,bangalore,premium,rocky,14309,140652,621125,114750279
5287,2,10574,ahmedabad,economy,rocky,3956,32426,178699,25891969
7118,4,28472,kolkata,premium,rocky,15738,161146,716703,113089803
8346,2,16692,delhi,standard,black,7905,62132,347562,65866292
2188,2,4376,mumbai,standard,red,1803,13863,88656,16461484
7106,2,14212,ahmedabad,luxury,clay,9669,82119,474938,68465622
949,5,4745,mumbai,luxury,sandy,3415,33238,151662,29784943
4440,2,8880,ahmedabad,luxury,red,5508,44838,280338,39005840
3495,2,6990,surat,luxury,clay,4775,39758,216438,31872310
4073,2,8146,delhi,premium,rocky,4404,34402,209746,37694548
7159,3,21477,kolkata,standard,sandy,8661,94929,447188,65881872
7231,4,28924,pune,premium,rocky,16089,158117,765298,121249635
1240,2,2480,delhi,luxury,sandy,1719,13142,77668,14363933
8625,4,34500,lucknow,premium,red,18708,177118,914445,121375857
6860,1,6860,ahmedabad,luxury,rocky,4457,37447,216100,33044351
4365,4,17460,mumbai,economy,rocky,6189,66691,286843,59245060
7113,2,14226,bangalore,economy,black,5436,45723,244323,44948344
6418,2,12836,chennai,economy,sandy,4358,35986,200938,36190697
1874,4,7496,ahmedabad,economy,rocky,2701,27714,122398,18090018
4215,3,12645,mumbai,luxury,black,9691,92776,376182,86256698
9968,4,39872,ahmedabad,standard,rocky,17624,171883,777445,120588784
3454,5,17270,delhi,economy,black,6693,68368,286241,57728619
5496,1,5496,lucknow,premium,red,3066,22952,139852,18633680
4339,3,13017,lucknow,standard,black,6293,60930,261321,37101894
3055,2,6110,pune,premium,black,3265,29257,160586,27747408
6798,3,20394,bangalore,standard,black,9633,90589,431321,76282171
4801,3,14403,hyderabad,economy,sandy,5030,52024,235780,38948311
7514,2,15028,hyderabad,economy,sandy,4991,42292,255955,41394156
4553,5,22765,bangalore,standard,sandy,9839,96182,421710,76844141
709,1,709,pune,standard,rocky,289,2430,14120,2277084
4863,4,19452,ahmedabad,standard,black,9801,87721,390304,60176447
3844,2,7688,ahmedabad,standard,sandy,3369,24716,166047,22425109
2521,3,7563,chennai,standard,sandy,2987,32185,152322,24036062
7703,2,15406,chennai,standard,clay,7388,53151,317625,50971637
5606,5,28030,lucknow,economy,clay,10795,105813,462972,65877095
2107,3,6321,lucknow,standard,sandy,2605,27105,124694,17206177
9547,2,19094,bangalore,luxury,sandy,14294,100389,588044,102783426
1748,3,5244,pune,premium,sandy,2945,29826,138907,21116900
2117,2,4234,chennai,economy,red,1353,11460,74524,11166846
2267,5,11335,kolkata,premium,sandy,5982,59888,312437,44574755
7909,2,15818,pune,standard,red,6472,52499,294643,46185930
537,1,537,lucknow,premium,rocky,273,2316,14733,1944492
8776,3,26328,chennai,standard,rocky,11481,112441,544613,88958682
5287,1,5287,kolkata,economy,red,1645,14723,94787,12862028
1432,5,7160,lucknow,premium,red,3816,36087,187835,24131234
2554,2,5108,bangalore,premium,sandy,2785,23072,135672,23647021
3249,1,3249,pune,standard,red,1396,10372,59529,9529693
6116,1,6116,surat,standard,red,2478,19608,121259,16082102
8830,4,35320,hyderabad,standard,rocky,16115,155681,711849,122038989
1300,4,5200,kolkata,premium,clay,2918,28365,133222,22080801
7677,2,15354,delhi,economy,black,5702,49784,276195,50415192
1163,1,1163,ahmedabad,premium,sandy,657,4946,30793,4192826
4345,1,4345,pune,standard,sandy,1804,15001,89872,13504867
9270,2,18540,mumbai,premium,black,11405,88463,469594,101191392
913,3,2739,pune,premium,clay,1569,14829,73420,11873762
2441,5,12205,chennai,premium,rocky,7160,68364,309865,52224836
1105,3,3315,kolkata,standard,rocky,1471,13919,65435,10536583
8917,3,26751,surat,luxury,rocky,17717,186737,864903,118576154
9234,4,36936,delhi,premium,black,21957,213210,934135,192298625
3055,4,12220,surat,luxury,clay,8724,85264,370063,55876910
1742,5,8710,chennai,economy,sandy,2888,30294,149244,23754405
1713,4,6852,bangalore,standard,red,2690,27589,138976,21640869
9252,4,37008,mumbai,economy,clay,14090,141531,643121,129056569
3258,5,16290,ahmedabad,economy,rocky,5518,60182,279067,41946556
6958,2,13916,delhi,luxury,clay,9951,75348,432174,83972172
6655,3,19965,hyderabad,standard,clay,8863,85326,389863,69888455
9772,5,48860,chennai,economy,rocky,18376,170713,893377,130916246
8394,2,16788,ahmedabad,luxury,black,12282,96823,507529,81378019
8933,5,44665,delhi,luxury,black,30883,329113,1368213,281768430
7887,1,7887,chennai,premium,black,5057,37512,225488,34950674
7845,3,23535,hyderabad,luxury,red,13190,145926,727856,115658818
4216,3,12648,ahmedabad,premium,sandy,6554,67370,322858,46524299
3903,4,15612,kolkata,economy,sandy,5686,55174,270732,41611913
3694,2,7388,kolkata,standard,black,3257,27747,143982,24350229
4012,5,20060,chennai,standard,sandy,9228,84643,404931,62949837
1799,2,3598,surat,luxury,red,2481,18558,116964,15360776
6847,5,34235,delhi,standard,sandy,14088,147332,724643,122561884
7528,2,15056,chennai,premium,clay,8478,70480,406370,65253818
7255,5,36275,delhi,luxury,rocky,23569,254100,1186080,208702888
6973,3,20919,hyderabad,economy,rocky,8162,78925,350456,59369219
7850,3,23550,chennai,standard,clay,9995,101066,475217,77316495
9675,4,38700,kolkata,luxury,clay,26684,266609,1292903,202009454
5161,2,10322,chennai,economy,rocky,3831,31202,170435,29225816
8616,1,8616,bangalore,premium,clay,5100,39771,228889,40005262
1945,1,1945,mumbai,luxury,sandy,1225,10460,60290,12113004
3051,3,9153,lucknow,economy,sandy,3380,33213,151209,20687406
4475,3,13425,ahmedabad,economy,sandy,4777,45647,221088,32383424
1517,2,3034,surat,premium,clay,1695,14769,72899,11762416
2589,1,2589,ahmedabad,premium,red,1390,10818,65876,9212246
7883,1,7883,lucknow,economy,rocky,3082,23218,139465,18718987
6063,4,24252,pune,standard,red,9181,94725,498397,71063021
5564,5,27820,pune,premium,black,18113,167899,743629,120238503
3280,5,16400,surat,economy,black,6662,62012,276903,42167739
5779,4,23116,surat,premium,rocky,11813,128313,619603,84344459
8672,2,17344,hyderabad,standard,sandy,7519,58931,365242,53800012
5769,4,23076,pune,economy,sandy,7918,85151,395018,59600968
6385,2,12770,bangalore,standard,rocky,5383,43362,253678,44096690
8160,1,8160,hyderabad,standard,sandy,3516,26646,175516,25805214
8399,2,16798,pune,luxury,red,10375,86928,524684,78470658
1069,4,4276,bangalore,premium,red,2255,21935,114159,18447955
1014,3,3042,pune,premium,black,1740,18117,79214,13204987
5965,4,23860,surat,economy,red,8115,79882,396265,54025592
5252,4,21008,lucknow,standard,sandy,9324,82752,421338,56854207
1845,4,7380,bangalore,standard,rocky,3210,32109,152828,26958918
3860,2,7720,mumbai,economy,black,2880,24174,131561,28074560
5287,3,15861,kolkata,economy,rocky,6006,60119,282665,42887449
4309,1,4309,hyderabad,premium,rocky,2643,18600,113260,19373399
9215,4,36860,mumbai,premium,red,19508,189525,1026571,183409654
4617,3,13851,delhi,standard,black,6386,63863,299239,53995971
4898,5,24490,hyderabad,premium,clay,13974,139196,665006,111107197
1094,2,2188,delhi,standard,rocky,968,7437,43580,8130786
6566,1,6566,kolkata,luxury,sandy,4320,33670,224197,31597759
2733,3,8199,ahmedabad,economy,sandy,3293,28845,143281,19221432
2066,4,8264,mumbai,economy,rocky,3029,30455,138359,27519682
2771,1,2771,hyderabad,luxury,red,1807,13992,85645,13825384
8095,5,40475,bangalore,standard,rocky,16004,171176,829768,143434994
6191,2,12382,mumbai,premium,sandy,6365,53840,299622,62479493
9588,5,47940,delhi,luxury,red,31591,316504,1512486,256632416
1881,3,5643,mumbai,premium,black,3422,33641,132182,31748619
2891,4,11564,ahmedabad,economy,rocky,4315,40888,206357,29367147
1620,1,1620,lucknow,luxury,clay,1288,9482,52325,7457211
997,4,3988,ahmedabad,standard,red,1582,15814,80245,10768394
518,1,518,mumbai,standard,black,228,1891,10806,2218785
706,4,2824,lucknow,economy,rocky,1056,10272,49052,6638710
9293,4,37172,surat,luxury,clay,25185,249153,1152912,175794018
7886,4,31544,bangalore,premium,rocky,17439,179290,842105,144319508
7690,4,30760,hyderabad,standard,sandy,13365,121979,621253,100931810
2191,2,4382,pune,luxury,sandy,2854,23678,145430,21703284
4130,4,16520,surat,economy,clay,5902,59738,264099,40974834
6523,3,19569,hyderabad,standard,rocky,8219,79839,399371,67793440
4697,1,4697,chennai,luxury,rocky,3178,24805,154892,25338963
2724,1,2724,surat,standard,rocky,1143,9694,55630,7661788
1429,3,4287,hyderabad,premium,sandy,2313,23839,111398,18098295
7647,3,22941,lucknow,standard,sandy,9630,97166,494337,63544308
3687,4,14748,lucknow,luxury,black,11112,107464,480020,71529725
7331,1,7331,chennai,premium,clay,4093,33458,199087,31347567
5338,4,21352,chennai,standard,black,10013,102935,404533,75549193
9797,2,19594,delhi,premium,red,9605,83610,470935,86308368
8122,1,8122,bangalore,luxury,rocky,6189,43762,257074,46968380
4403,5,22015,mumbai,premium,red,11645,114626,590425,106708209
7154,3,21462,bangalore,standard,black,10584,96041,405331,79591910
7432,1,7432,pune,luxury,black,5225,42946,237224,40432673
3205,3,9615,ahmedabad,economy,rocky,3713,35014,164646,23325669
1751,5,8755,delhi,standard,black,3810,41291,167227,33913877
4943,5,24715,bangalore,standard,rocky,10965,111401,475791,85685860
6848,3,20544,bangalore,economy,rocky,7485,74518,329293,61366220
1449,5,7245,mumbai,luxury,rocky,4679,52434,227109,46086427
848,2,1696,bangalore,standard,red,701,5846,34598,5318552
8586,3,25758,kolkata,premium,black,15835,155246,608958,110767934
2181,2,4362,ahmedabad,premium,clay,2570,19317,115328,16528756
2281,4,9124,pune,premium,rocky,4972,52304,220378,35824974
1657,3,4971,hyderabad,standard,black,2303,23261,103240,18031182
3522,3,10566,hyderabad,luxury,rocky,7006,72750,337152,55616698
2425,4,9700,hyderabad,economy,sandy,3411,33951,164045,26581109
1810,2,3620,lucknow,economy,black,1239,11736,64222,9049804
881,5,4405,ahmedabad,standard,rocky,1986,20224,91356,12423855
8603,2,17206,chennai,economy,red,5666,46519,312355,46169021
1292,4,5168,delhi,economy,sandy,1773,19170,84764,15757169
5671,3,17013,kolkata,standard,rocky,7494,75769,339895,51952660
1478,2,2956,mumbai,luxury,clay,2032,16490,88947,19093690
3766,2,7532,delhi,premium,clay,4289,33863,199644,36808351
4068,1,4068,hyderabad,standard,clay,1884,14724,77530,14241807
611,1,611,pune,premium,clay,367,2779,15060,2553516
725,1,725,hyderabad,premium,sandy,376,3221,19080,3074453
8017,4,32068,delhi,luxury,red,20278,198683,982971,175698995
6513,5,32565,pune,premium,rocky,18444,179521,857952,130483949
9729,5,48645,ahmedabad,premium,sandy,26082,278414,1236499,180846651
8048,1,8048,kolkata,premium,black,4821,37457,210811,33574589
4272,4,17088,hyderabad,standard,black,7707,78536,347483,59991376
9928,5,49640,hyderabad,economy,black,19351,193635,877809,150505058
4259,1,4259,lucknow,economy,sandy,1401,12936,71211,9820298
8790,2,17580,ahmedabad,standard,rocky,7633,57165,348185,52619206
5931,5,29655,surat,standard,rocky,12401,122749,550649,85526581
5668,4,22672,delhi,standard,black,10745,103058,434588,87210581
8536,5,42680,delhi,standard,clay,19727,179259,862956,158961039
7643,5,38215,kolkata,economy,black,14358,159333,673189,107723263
3253,5,16265,chennai,economy,black,6518,62210,258431,46265673
640,4,2560,lucknow,premium,rocky,1381,14965,69776,8861026
7807,5,39035,bangalore,economy,black,14792,158539,647491,128521093
9682,4,38728,hyderabad,luxury,red,23742,238436,1280249,193638427
1391,5,6955,lucknow,standard,clay,3047,31368,140969,19904809
5282,5,26410,chennai,standard,sandy,11516,112228,515884,86088201
4813,1,4813,lucknow,standard,red,1898,15631,91078,12309824
2336,3,7008,ahmedabad,standard,red,3013,27449,137237,18547295
7601,5,38005,delhi,standard,black,17972,180798,832891,148407723
4613,3,13839,ahmedabad,luxury,red,8641,85621,456336,61561295
6348,2,12696,surat,premium,black,7417,60686,333708,49600524
9782,3,29346,delhi,standard,sandy,13535,124492,578401,101684211
4666,5,23330,delhi,premium,red,13198,119669,622431,102848484
6213,5,31065,bangalore,standard,red,13298,125174,644900,97978081
9222,3,27666,hyderabad,economy,red,8647,100918,467944,73342859
4147,4,16588,bangalore,standard,black,8095,78673,329537,61798652
7985,5,39925,surat,luxury,red,23536,249002,1193879,168085357
4997,3,14991,chennai,standard,black,7163,69629,291670,52758784
2566,3,7698,delhi,luxury,rocky,5681,53474,252549,44745989
5935,5,29675,bangalore,luxury,clay,20120,209068,994333,164869284
6285,4,25140,kolkata,premium,red,12912,124773,654848,95368161
9326,4,37304,ahmedabad,premium,black,22336,223554,994693,149213656
5573,2,11146,mumbai,luxury,black,8332,64297,333396,78294273
4093,3,12279,pune,economy,red,4282,42156,196060,31020013
7086,5,35430,bangalore,premium,black,21152,204792,903574,174038395
4260,5,21300,hyderabad,standard,red,8945,85806,436991,67557997
9291,4,37164,ahmedabad,standard,red,15798,154237,756872,102137269
7869,3,23607,lucknow,economy,rocky,8365,87484,393616,52425708
3783,2,7566,delhi,luxury,sandy,5591,40939,226885,43001772
9636,5,48180,surat,luxury,clay,36810,343611,1447231,219790649
8146,3,24438,kolkata,economy,rocky,10241,93397,412076,64347811
2392,5,11960,kolkata,premium,red,6138,61264,311640,45095133
5805,4,23220,surat,premium,black,15215,138121,604927,90617910
6912,5,34560,delhi,premium,black,20966,206940,932005,173550637
5364,4,21456,mumbai,standard,black,9623,88733,419646,93906162
1816,4,7264,chennai,luxury,red,5086,44234,224916,35914746
9154,1,9154,ahmedabad,standard,sandy,3923,30296,181708,25967267
5299,3,15897,hyderabad,standard,sandy,6652,65065,307655,52575394
9559,4,38236,chennai,standard,rocky,16090,167711,745545,122537953
9264,3,27792,bangalore,economy,black,10672,109804,465116,89850800
9008,5,45040,mumbai,premium,black,25889,252483,1208333,241880881
8149,3,24447,pune,economy,sandy,8867,83831,432137,63549151
4077,5,20385,mumbai,premium,rocky,11419,119536,533777,104945280
6456,4,25824,kolkata,economy,rocky,9941,95043,424059,67069233
5982,2,11964,mumbai,luxury,clay,8703,69369,362346,77067302
9123,1,9123,mumbai,premium,red,4791,37558,227024,44925547
2188,4,8752,surat,standard,clay,3727,37573,182682,25614352
1986,4,7944,surat,standard,rocky,3271,33263,160267,22570697
7555,3,22665,surat,luxury,black,16612,158280,701060,111048605
5009,4,20036,surat,luxury,rocky,13889,135597,633483,90949760
2801,1,2801,kolkata,luxury,red,1828,14386,89133,13210570
7788,3,23364,bangalore,premium,red,11980,121233,626227,100250739
6691,3,20073,surat,premium,rocky,11412,112874,516034,73753678
8532,4,34128,mumbai,luxury,sandy,26176,246467,1117468,216713095
5840,2,11680,ahmedabad,premium,rocky,6447,52476,312341,42876902
704,1,704,pune,standard,sandy,285,2321,13941,2194710
8603,3,25809,bangalore,luxury,clay,19183,185205,800796,149706635
4868,1,4868,lucknow,luxury,black,3731,27700,159121,23214072
6339,1,6339,bangalore,premium,sandy,3399,27235,167761,28928187
2927,2,5854,ahmedabad,premium,black,3841,28145,152491,23703800
8270,5,41350,kolkata,luxury,clay,29200,282516,1283325,214158103
1448,5,7240,chennai,luxury,sandy,5166,47501,220435,38269278
1960,5,9800,pune,standard,black,4246,45894,187526,33919544
6485,3,19455,ahmedabad,premium,red,10344,100464,491572,69700050
6485,3,19455,mumbai,economy,rocky,7103,72156,335813,66093292
3366,3,10098,mumbai,economy,rocky,3555,38427,172405,32970597
9991,1,9991,lucknow,luxury,clay,7302,57826,321302,46744582
8911,3,26733,pune,standard,clay,12183,121985,568254,83933873
3934,2,7868,bangalore,luxury,rocky,5199,42221,250629,44788738
890,1,890,bangalore,economy,clay,322,2596,15005,2684908
8269,1,8269,lucknow,luxury,clay,5823,47812,271497,36344794
6740,5,33700,surat,luxury,sandy,23651,233825,1047011,148851414
6142,2,12284,delhi,standard,rocky,5398,40909,241002,47990119
8097,1,8097,bangalore,luxury,red,4475,38293,250872,40819828
2748,4,10992,chennai,premium,black,6562,65109,304246,47783444
1961,3,5883,surat,standard,sandy,2397,24540,124989,15997838
532,5,2660,chennai,standard,red,1075,10626,46928,8334949
7328,3,21984,delhi,luxury,sandy,15544,145013,709890,122087879
2335,2,4670,chennai,luxury,black,3337,28359,143443,25282951
9349,4,37396,ahmedabad,economy,sandy,12948,131306,677171,90045304
4448,1,4448,mumbai,economy,clay,1682,13846,73289,15379068
2302,4,9208,ahmedabad,economy,red,3180,31893,150871,21673101
2467,2,4934,bangalore,luxury,rocky,3566,26163,154215,27330254
527,5,2635,hyderabad,luxury,red,1681,16471,83415,13027157
7058,3,21174,chennai,premium,clay,12829,124379,535246,92556103
1399,1,1399,pune,economy,red,519,3771,22732,3420816
7235,4,28940,bangalore,standard,clay,12946,134364,605211,97527566
9640,2,19280,ahmedabad,economy,sandy,6799,56715,334547,46078094
2482,1,2482,bangalore,premium,sandy,1437,11242,67228,11331239
1173,3,3519,mumbai,standard,red,1437,14009,69066,13015158
6604,5,33020,ahmedabad,premium,red,17137,172394,913980,115875251
3990,4,15960,hyderabad,economy,sandy,5694,55113,291080,43926778
5406,3,16218,mumbai,luxury,red,10632,109017,539642,96527716
4337,2,8674,delhi,luxury,sandy,5745,47970,272294,48957074
3056,1,3056,mumbai,premium,sandy,1741,13484,84651,15807158
2972,3,8916,chennai,economy,sandy,3010,30553,154392,24871673
8878,5,44390,kolkata,premium,clay,27337,250901,1133278,188094039
4876,4,19504,lucknow,premium,black,12419,116356,511454,74967451
1932,3,5796,lucknow,luxury,red,3550,37850,183211,24185253
5743,5,28715,kolkata,economy,red,9794,103354,520674,70541523
1820,1,1820,hyderabad,luxury,sandy,1321,9923,53291,9599298
9856,1,9856,bangalore,premium,black,5948,44992,266743,48827046
7976,3,23928,bangalore,standard,red,10593,94745,472660,77606885
6845,1,6845,surat,economy,red,2235,19706,119789,15674251
4935,3,14805,hyderabad,luxury,black,10838,107656,493626,83909065
9937,1,9937,ahmedabad,luxury,black,7203,57724,320773,49658022
1531,2,3062,hyderabad,premium,sandy,1564,13249,76710,12890961
2377,3,7131,bangalore,luxury,red,4684,43506,224648,37229683
8518,1,8518,mumbai,luxury,clay,6254,46807,267339,57411727
5267,5,26335,ahmedabad,economy,black,10472,103966,426073,71358640
2748,1,2748,bangalore,premium,rocky,1563,12240,72565,12706341
9636,1,9636,bangalore,standard,sandy,4108,33655,194241,33073233
4890,4,19560,mumbai,economy,red,6208,67352,326424,59948179
6732,4,26928,surat,luxury,rocky,19122,178684,909587,124950114
7757,5,38785,pune,premium,black,21941,233102,1005911,164393819
8269,5,41345,kolkata,economy,clay,14797,155082,696492,112583460
1187,3,3561,delhi,premium,red,1870,18607,95065,15600511
669,5,3345,pune,economy,sandy,1193,12291,58195,8799022
531,1,531,chennai,economy,sandy,188,1530,8599,1424463
2428,4,9712,delhi,economy,black,3866,39131,169915,33051591
7115,2,14230,pune,luxury,black,10212,84354,448743,77557482
7343,5,36715,mumbai,standard,black,16999,167156,717696,158299278
3099,5,15495,pune,luxury,black,11509,112788,523122,82987263
6289,4,25156,kolkata,standard,rocky,10886,106580,502424,77310696
3962,3,11886,mumbai,premium,red,6073,62495,306970,56881909
2743,2,5486,mumbai,premium,sandy,2849,22898,128378,27313196
5223,5,26115,bangalore,economy,clay,9675,101409,450546,79776714
3875,1,3875,mumbai,standard,red,1590,12260,73798,14089518
2682,2,5364,bangalore,economy,clay,2139,17005,86400,16724885
2656,1,2656,lucknow,standard,black,1333,9177,52613,7721416
2699,5,13495,ahmedabad,standard,black,6149,64440,272724,42435454
5369,1,5369,hyderabad,economy,clay,1896,15963,90028,15482068
7566,2,15132,delhi,economy,sandy,5695,42915,264363,46108816
7018,4,28072,bangalore,premium,clay,15675,157374,722834,129968811
4142,2,8284,delhi,luxury,clay,5647,44988,273544,47939045
8592,5,42960,bangalore,economy,black,15051,168983,756388,133645016
8868,1,8868,pune,luxury,rocky,6172,46111,290224,44755927
5214,4,20856,mumbai,luxury,rocky,14958,147544,701510,135691544
2747,5,13735,chennai,premium,black,7762,86564,360082,62224867
3562,4,14248,ahmedabad,economy,rocky,4597,56310,224670,35127373
7382,4,29528,hyderabad,economy,black,10877,115890,542585,90914363
9234,2,18468,delhi,standard,clay,8344,62594,370503,68277944
6551,1,6551,kolkata,premium,black,3934,31135,174154,27131023
3265,3,9795,pune,luxury,clay,6850,69911,307975,51223510
5946,4,23784,bangalore,premium,rocky,12858,131966,587497,107985068
3795,2,7590,lucknow,premium,red,4108,31712,221710,25633058
9145,3,27435,ahmedabad,economy,black,10133,107597,456241,71214437
7858,5,39290,lucknow,standard,red,16237,169430,800811,99354299
6779,2,13558,pune,standard,black,6304,51252,267749,47118826
7790,5,38950,kolkata,premium,sandy,21011,196057,997032,155072822
8631,5,43155,lucknow,economy,rocky,15893,156574,754722,101725288
5530,3,16590,delhi,standard,clay,7850,66499,338567,63011308
4111,2,8222,mumbai,premium,clay,4360,39998,220085,44549750
1661,1,1661,chennai,economy,sandy,645,4690,26831,4465671
2026,4,8104,chennai,premium,red,4135,40562,195875,32294562
9731,4,38924,pune,standard,sandy,15029,163518,737215,125387627
6671,2,13342,bangalore,luxury,clay,10010,75126,435835,77550352
1060,4,4240,hyderabad,standard,black,1918,19874,84511,15365830
618,4,2472,hyderabad,standard,sandy,1044,10453,51364,8085465
8964,4,35856,kolkata,luxury,rocky,25531,252506,1071149,183654072
2022,2,4044,chennai,economy,sandy,1444,11943,71002,11332553
6921,5,34605,chennai,economy,black,12957,142385,583254,100636192
5316,5,26580,lucknow,economy,clay,10364,101620,446639,64102454
4413,4,17652,ahmedabad,economy,red,6107,57609,270758,39893216
2370,2,4740,kolkata,luxury,clay,3280,28259,144244,24049062
7760,4,31040,pune,luxury,red,20522,193262,985008,150173098
1207,5,6035,hyderabad,standard,clay,2639,26761,119603,20839906
9300,5,46500,mumbai,luxury,clay,32891,344333,1512626,306414474
6424,4,25696,chennai,economy,black,9511,100107,418726,75972606
6573,2,13146,pune,economy,sandy,4596,38725,222675,35652842
6755,4,27020,mumbai,economy,rocky,9061,92878,470817,89194736
9964,4,39856,kolkata,economy,rocky,14365,149955,684330,104569560
7103,2,14206,ahmedabad,luxury,sandy,9429,74442,448029,66661385
8920,1,8920,lucknow,economy,clay,3336,26715,148528,21293779
4367,2,8734,lucknow,economy,clay,3372,25362,143280,21404851
9385,3,28155,hyderabad,economy,clay,10258,102377,481519,83321858
3020,1,3020,bangalore,luxury,clay,2068,16286,99434,17789172
2751,2,5502,pune,standard,clay,2383,19581,109552,18102750
3146,3,9438,bangalore,standard,red,3747,37663,192081,31487406
5268,1,5268,ahmedabad,economy,red,1619,14518,92570,11832163
6653,3,19959,chennai,economy,rocky,7399,74905,333084,56975612
660,1,660,bangalore,standard,sandy,285,2153,13171,2229711
4218,4,16872,kolkata,standard,clay,7398,74337,336475,54411503
7774,3,23322,kolkata,luxury,black,16889,171438,735492,122791912
1517,5,7585,mumbai,standard,red,2983,30413,151945,28691951
1557,2,3114,surat,economy,red,1039,8986,51005,6962032
5447,2,10894,hyderabad,luxury,clay,7772,59462,332219,58730439
7273,2,14546,chennai,economy,sandy,5333,39290,240460,39372331
1516,3,4548,lucknow,premium,rocky,2572,24363,117899,16093182
7780,3,23340,pune,standard,black,9156,102768,472601,78742275
9296,5,46480,lucknow,standard,rocky,19121,197578,895219,128747152
2017,1,2017,hyderabad,standard,black,980,7399,38313,7080012
6561,2,13122,ahmedabad,premium,black,8364,65090,318487,52310608
7681,3,23043,delhi,standard,rocky,10800,97460,467182,83617206
9456,2,18912,bangalore,luxury,red,11423,99162,569273,100041779
8338,5,41690,delhi,economy,black,17642,162217,735706,137844828
5900,3,17700,surat,premium,clay,10833,100999,456091,66405362
9592,4,38368,ahmedabad,economy,rocky,14212,133261,629101,94287120
1669,1,1669,bangalore,premium,rocky,928,7413,41999,7527488
8566,5,42830,hyderabad,premium,clay,24439,243117,1088068,188442933
860,1,860,kolkata,economy,sandy,308,2521,16108,2282277
4818,4,19272,lucknow,standard,clay,8307,82387,392398,53319059
4359,3,13077,ahmedabad,luxury,black,9530,98895,408285,67490076
8952,4,35808,surat,standard,red,13606,141532,740248,91367376
1088,1,1088,chennai,standard,black,471,4173,21852,3852043
1367,5,6835,hyderabad,luxury,rocky,5240,46473,210848,36252740
4254,4,17016,bangalore,standard,black,8029,77995,338810,64131752
1163,1,1163,delhi,premium,clay,676,5305,30119,5752853
685,5,3425,mumbai,economy,red,1194,11948,55680,11107760
3344,4,13376,chennai,economy,sandy,4772,48159,222143,35282183
6584,4,26336,delhi,standard,black,11599,122965,542719,101471054
6412,4,25648,kolkata,economy,clay,8998,94305,436655,68422847
4223,1,4223,delhi,premium,black,2381,20512,109486,21862379
693,1,693,bangalore,luxury,red,400,3451,21065,3531300
5066,4,20264,lucknow,standard,rocky,8597,90533,381234,56770459
6709,1,6709,lucknow,standard,rocky,2956,22594,134323,18814554
607,2,1214,surat,standard,clay,588,4240,24519,3534708
2806,1,2806,delhi,premium,rocky,1612,12165,72546,13951675
4483,1,4483,mumbai,standard,sandy,1958,15304,90432,17480649
1807,1,1807,surat,premium,sandy,1013,8085,46806,6478944
1928,1,1928,mumbai,luxury,rocky,1392,10466,61361,12608620
8765,1,8765,bangalore,standard,sandy,3489,29776,172614,30318757
3306,4,13224,mumbai,standard,black,6122,58437,255269,56286093
701,5,3505,ahmedabad,luxury,sandy,2311,23466,107682,15895202
2659,2,5318,pune,premium,red,2862,21492,138854,20641163
5323,4,21292,hyderabad,standard,red,7832,81867,435750,66183692
7747,1,7747,hyderabad,standard,clay,3561,27699,154605,26383587
6574,5,32870,bangalore,standard,clay,15126,136146,620527,118098182
3554,2,7108,surat,luxury,red,4549,36392,236590,30537234
5407,1,5407,lucknow,premium,black,3359,26030,142305,21409004
8217,4,32868,lucknow,standard,red,13279,130070,673246,84772861
1061,1,1061,delhi,economy,red,351,2798,18632,3074519
7798,1,7798,surat,premium,red,4188,33780,191586,26716519
7536,5,37680,chennai,economy,red,13413,128947,676708,94724578
7551,1,7551,kolkata,standard,sandy,3078,24695,152896,22894530
6911,3,20733,mumbai,standard,clay,9051,89715,452836,83679355
3580,1,3580,ahmedabad,premium,rocky,2022,16658,94149,13544131
2946,3,8838,pune,standard,clay,3846,40578,172455,28269315
1303,5,6515,kolkata,standard,black,2744,29331,134553,22046992
3593,2,7186,ahmedabad,standard,rocky,3330,24547,133030,20949832
